Faith Baptist Church and Ministry,christian-identity,37.326158,-91.955988,"(37.326158, -91.955988)"
Nation of Islam,black-separatist,39.760071,-75.533492,"(39.760071, -75.533492)"
Blood and Honour U.S.A.,racist-skinhead,40.53,-74.31,"(40.53, -74.31)"
Loyal White Knights of the Ku Klux Klan,kkk,37.59161,-77.642157,"(37.59161, -77.642157)"
Die Auserwahlten,racist-skinhead,39.549324,-105.78,"(39.549324, -105.78)"
National Socialist Movement,neo-nazi,35.754035,-79.01,"(35.754035, -79.01)"
Virginia Publishing Company,christian-identity,37.409999,-79.14,"(37.409999, -79.14)"
VDARE Foundation,white-nationalist,38.713451,-77.795271,"(38.713451, -77.795271)"
Creativity Alliance,neo-nazi,41.204231,-77.19,"(41.204231, -77.19)"
Citizens for National Security,anti-muslim,26.360597,-80.174669,"(26.360597, -80.174669)"
Aryan Strikeforce,racist-skinhead,43.29,-74.21608,"(43.29, -74.21608)"
Nation of Islam,black-separatist,30.3339,-97.684885,"(30.3339, -97.684885)"
American Front,racist-skinhead,30.24,-85.64,"(30.24, -85.64)"
Southern National Congress,neo-confederate,36.72,-91.85,"(36.72, -91.85)"
Eastern Hammerskins,racist-skinhead,43.19,-71.574211,"(43.19, -71.574211)"
Aryan Terror Brigade,racist-skinhead,35.198781,-91.83,"(35.198781, -91.83)"
Nation of Islam,black-separatist,29.698225,-95.357319,"(29.698225, -95.357319)"
Northwest Hammerskins,racist-skinhead,47.597829,-122.33,"(47.597829, -122.33)"
Council of Conservative Citizens,white-nationalist,28.92,-82.459999,"(28.92, -82.459999)"
Faith and Heritage,white-nationalist,26.514736,-97.763401,"(26.514736, -97.763401)"
Traditionalist Youth Network at Arizona,white-nationalist,32.221742,-110.926479,"(32.221742, -110.926479)"
Israelite Church of God in Jesus Christ,black-separatist,28.458885,-81.394926,"(28.458885, -81.394926)"
Nation of Islam,black-separatist,35.268007,-80.882107,"(35.268007, -80.882107)"
Holy Nation of Odin,other,36.513839,-119.554017,"(36.513839, -119.554017)"
Jihad Watch,anti-muslim,34.2,-118.47,"(34.2, -118.47)"
Sadistic Souls Motorcycle Club,neo-nazi,40.78,-82.73,"(40.78, -82.73)"
White Boy Society,white-nationalist,43.78324,-88.78,"(43.78324, -88.78)"
Desastrious Records,racist-music,32.965956,-97.683638,"(32.965956, -97.683638)"
Parents Action League,anti-lgbt,45.188853,-93.397453,"(45.188853, -93.397453)"
National Socialist Freedom Movement,neo-nazi,36.736408,-119.41,"(36.736408, -119.41)"
Probe Ministries,anti-lgbt,33.020871,-96.738694,"(33.020871, -96.738694)"
Pacifica Forum,white-nationalist,44.052069,-123.086753,"(44.052069, -123.086753)"
Nation of Islam,black-separatist,33.990382,-118.328661,"(33.990382, -118.328661)"
Council of Conservative Citizens,white-nationalist,38.578783,-90.421944,"(38.578783, -90.421944)"
Americans for Truth About Homosexuality,anti-lgbt,41.774855,-88.148077,"(41.774855, -88.148077)"
Loyal White Knights of the Ku Klux Klan,kkk,36.488471,-79.766702,"(36.488471, -79.766702)"
carolynyeager.net,white-nationalist,30.045417,-99.151591,"(30.045417, -99.151591)"
Council of Conservative Citizens,white-nationalist,43.800589,-120.55,"(43.800589, -120.55)"
Vinlanders Florida,racist-skinhead,27.66,-81.516838,"(27.66, -81.516838)"
National Socialist Movement,neo-nazi,32.08,-81.09,"(32.08, -81.09)"
League of the South,neo-confederate,32.497918,-88.845883,"(32.497918, -88.845883)"
Original Knight Riders Knights of the Ku Klux Klan,kkk,36.15238,-86.789388,"(36.15238, -86.789388)"
National Socialist Movement,neo-nazi,32.358503,-89.39,"(32.358503, -89.39)"
MSR Productions,racist-music,39.77,-105.08,"(39.77, -105.08)"
Nation of Islam,black-separatist,39.739054,-104.864277,"(39.739054, -104.864277)"
Crew 38,racist-skinhead,35.755707,-79.01,"(35.755707, -79.01)"
Loyal White Knights of the Ku Klux Klan,kkk,33.987338,-81.036821,"(33.987338, -81.036821)"
Die Auserwahlten,racist-skinhead,36.77,-119.775352,"(36.77, -119.775352)"
Confederate Hammerskins,racist-skinhead,37.54,-77.43,"(37.54, -77.43)"
As-Sabiqun,other,37.794409,-122.245536,"(37.794409, -122.245536)"
Malevolent Freedom,white-nationalist,42.656813,-71.302268,"(42.656813, -71.302268)"
National Socialist Freedom Movement,neo-nazi,37.43,-78.654213,"(37.43, -78.654213)"
Artisan Publishers,other,35.358953,-95.265619,"(35.358953, -95.265619)"
League of the South,neo-confederate,30.312149,-81.737552,"(30.312149, -81.737552)"
Creativity Movement,neo-nazi,33.18,-95.22,"(33.18, -95.22)"
Aryan Terror Brigade,racist-skinhead,38.590577,-80.45,"(38.590577, -80.45)"
Aryan Strikeforce,racist-skinhead,36.77,-119.770203,"(36.77, -119.770203)"
Supreme White Alliance,racist-skinhead,38.248101,-84.898477,"(38.248101, -84.898477)"
National Socialist Freedom Movement,neo-nazi,38.934007,-75.387852,"(38.934007, -75.387852)"
Southern National Congress,neo-confederate,30.306572,-81.72947,"(30.306572, -81.72947)"
Advanced White Society,white-nationalist,40.298672,-83.067965,"(40.298672, -83.067965)"
Crew 38,racist-skinhead,34.730891,-86.58,"(34.730891, -86.58)"
Nation of Islam,black-separatist,38.869829,-76.960766,"(38.869829, -76.960766)"
Fundamentalist Latter Day Saints,other,37,-112.97,"(37, -112.97)"
Original Knight Riders Knights of the Ku Klux Klan (W. Va.),kkk,36.524793,-76.178324,"(36.524793, -76.178324)"
New Yorkers for Immigration Control and Enforcement (NYICE),anti-immigrant,40.741366,-73.998448,"(40.741366, -73.998448)"
Ku Klos Knights of the Ku Klux Klan,kkk,30.371597,-94.312411,"(30.371597, -94.312411)"
Israelite Church of God in Jesus Christ,black-separatist,34.225725,-77.94471,"(34.225725, -77.94471)"
Nation of Islam,black-separatist,40.744016,-74.171579,"(40.744016, -74.171579)"
Mary Noel Kershaw Foundation,neo-confederate,35.77,-87.78,"(35.77, -87.78)"
American Defence League,anti-muslim,40.722784,-74.005941,"(40.722784, -74.005941)"
Sadistic Souls Motorcycle Club,neo-nazi,39.03,-90.14,"(39.03, -90.14)"
Stahlhelm Records,racist-music,43.03,-87.9,"(43.03, -87.9)"
Alliance for Catholic Tradition,rad-trad-catholicism,40.240555,-79.457731,"(40.240555, -79.457731)"
Political Islam,anti-muslim,36.159543,-86.790958,"(36.159543, -86.790958)"
American Nazi Party,neo-nazi,33.45,-112.07,"(33.45, -112.07)"
Southern National Congress,neo-confederate,30.98,-91.96,"(30.98, -91.96)"
United Society of Aryan Skinheads,racist-skinhead,32.71,-117.26,"(32.71, -117.26)"
National Socialist German Workers Party,neo-nazi,40.818579,-96.711272,"(40.818579, -96.711272)"
Keystone State Skinheads,racist-skinhead,40.268524,-76.88,"(40.268524, -76.88)"
American Freedom Party,white-nationalist,39.67191,-80.109357,"(39.67191, -80.109357)"
The Church at Kaweah,other,36.47,-118.92,"(36.47, -118.92)"
Ruth Institute,anti-lgbt,33.115866,-117.185294,"(33.115866, -117.185294)"
All Eyes On Egipt Bookstore Brooklyn NY,black-separatist,40.69,-73.93,"(40.69, -73.93)"
Slaves of the Immaculate Heart of Mary,rad-trad-catholicism,42.748849,-72.22305,"(42.748849, -72.22305)"
American Freedom Party,white-nationalist,42.991356,-87.943283,"(42.991356, -87.943283)"
Ku Klos Knights of the Ku Klux Klan,kkk,31.435164,-97.743911,"(31.435164, -97.743911)"
Original Knight Riders Knights of the Ku Klux Klan,kkk,39.96026,-83.00928,"(39.96026, -83.00928)"
Nation of Islam,black-separatist,34.963116,-90.032342,"(34.963116, -90.032342)"
Council of Conservative Citizens,white-nationalist,33.60146,-89.272852,"(33.60146, -89.272852)"
California Coalition for Immigration Reform,anti-immigrant,33.72,-118.02,"(33.72, -118.02)"
Crew 38,racist-skinhead,37.436158,-78.65,"(37.436158, -78.65)"
Loyal White Knights of the Ku Klux Klan,kkk,39.96026,-83.00928,"(39.96026, -83.00928)"
Die Auserwahlten,racist-skinhead,40.967511,-99.086477,"(40.967511, -99.086477)"
Racial Nationalist Party of America,white-nationalist,43.172146,-78.683823,"(43.172146, -78.683823)"
As-Sabiqun,other,38.896911,-77.03,"(38.896911, -77.03)"
World View Foundations,white-nationalist,36.069877,-119.045692,"(36.069877, -119.045692)"
Aryan Strikeforce,racist-skinhead,37.435885,-78.65,"(37.435885, -78.65)"
Crew 38,racist-skinhead,27.669542,-81.51,"(27.669542, -81.51)"
Imperial Klans of America Knights of the Ku Klux Klan,kkk,37.16,-87.69,"(37.16, -87.69)"
Keystone State Skinheads,racist-skinhead,39.95,-75.16,"(39.95, -75.16)"
Aryan Terror Brigade,racist-skinhead,27.66,-81.508598,"(27.66, -81.508598)"
Israelite Church of God in Jesus Christ,black-separatist,39.986353,-75.101994,"(39.986353, -75.101994)"
Aryan Strikeforce,racist-skinhead,27.653426,-81.51,"(27.653426, -81.51)"
Political Cesspool,white-nationalist,35.15,-90.05,"(35.15, -90.05)"
Eastern Hammerskins,racist-skinhead,40.6,-75.49,"(40.6, -75.49)"
Free America Rally,white-nationalist,47.75,-120.734253,"(47.75, -120.734253)"
Advanced White Society,white-nationalist,42.40039,-71.38,"(42.40039, -71.38)"
Creativity Alliance,neo-nazi,35.509872,-86.58,"(35.509872, -86.58)"
Nation of Islam,black-separatist,42.399173,-83.159108,"(42.399173, -83.159108)"
Nation of Islam,black-separatist,32.727805,-97.318061,"(32.727805, -97.318061)"
Blood and Honour U.S.A.,racist-skinhead,39.61,-105.01,"(39.61, -105.01)"
Samanta Roy Institute of Science and Technology,other,44.78,-88.6,"(44.78, -88.6)"
American Freedom Party,white-nationalist,34.509544,-88.633919,"(34.509544, -88.633919)"
Israelite Church of God in Jesus Christ,black-separatist,40.450914,-79.902477,"(40.450914, -79.902477)"
Nation of Islam,black-separatist,26.129244,-80.163714,"(26.129244, -80.163714)"
Scott-Townsend Publishers,white-nationalist,38.9,-77.02549,"(38.9, -77.02549)"
Northwest Hammerskins,racist-skinhead,44.068347,-114.74,"(44.068347, -114.74)"
Aryan Terror Brigade,racist-skinhead,30.997034,-91.96,"(30.997034, -91.96)"
Aryan Nations OH,neo-nazi,43.29,-74.21,"(43.29, -74.21)"
Kinist Institute,white-nationalist,28.541665,-81.375686,"(28.541665, -81.375686)"
Counter-Currents Publishing,white-nationalist,32.73,-117.16,"(32.73, -117.16)"
Creativity Movement,neo-nazi,28.03,-80.58,"(28.03, -80.58)"
League of the South,neo-confederate,44.06,-114.74,"(44.06, -114.74)"
Israelite Church of God in Jesus Christ,black-separatist,38.92,-76.99,"(38.92, -76.99)"
White Aryan Resistance,neo-nazi,41.23,-85.85,"(41.23, -85.85)"
Nation of Islam,black-separatist,32.866954,-79.975221,"(32.866954, -79.975221)"
Occidental Dissent,white-nationalist,31.979345,-85.168674,"(31.979345, -85.168674)"
United Families International,anti-lgbt,33.345996,-111.755609,"(33.345996, -111.755609)"
AC Skins,racist-skinhead,39.78,-74.99,"(39.78, -74.99)"
NSM88 Records,racist-music,42.33,-83.04,"(42.33, -83.04)"
IHS Press,rad-trad-catholicism,36.896331,-76.305418,"(36.896331, -76.305418)"
American Freedom Party,white-nationalist,47.892095,-97.062818,"(47.892095, -97.062818)"
Florida Family Association,other,27.95,-82.459999,"(27.95, -82.459999)"
True Invisible Empire Knights,kkk,34.928974,-86.973895,"(34.928974, -86.973895)"
Traditionalist American Knights of the Ku Klux Klan,kkk,37.936438,-90.787908,"(37.936438, -90.787908)"
Council of Conservative Citizens,white-nationalist,36.54939,-82.562369,"(36.54939, -82.562369)"
Micetrap Distribution,racist-music,39.952612,-74.992391,"(39.952612, -74.992391)"
National Socialist Movement,neo-nazi,47.752021,-120.74,"(47.752021, -120.74)"
Loyal White Knights of the Ku Klux Klan,kkk,32.927396,-87.972681,"(32.927396, -87.972681)"
National Socialist Freedom Movement,neo-nazi,32.057701,-112.143021,"(32.057701, -112.143021)"
Fitzgerald Griffin Foundation,white-nationalist,38.901222,-77.26526,"(38.901222, -77.26526)"
National Socialist Movement,neo-nazi,31.963522,-99.9,"(31.963522, -99.9)"
The Brother Nathanael Foundation,other,39.57443,-106.09752,"(39.57443, -106.09752)"
Aryan Strikeforce,racist-skinhead,37.96,-91.825104,"(37.96, -91.825104)"
All Eyes on Egypt Bookstore,black-separatist,33.06,-83.21,"(33.06, -83.21)"
National Socialist Movement,neo-nazi,47.55,-101,"(47.55, -101)"
Aryan Terror Brigade,racist-skinhead,37.83,-84.270973,"(37.83, -84.270973)"
European-American Evangelistic Crusades,other,38.617127,-121.328284,"(38.617127, -121.328284)"
American Nazi Party,neo-nazi,38.312047,-81.482819,"(38.312047, -81.482819)"
Chick Publications,other,34.020485,-117.652468,"(34.020485, -117.652468)"
Reformation-Bible Puritan-Baptist Church,other,40.349536,-76.213282,"(40.349536, -76.213282)"
Free America Rally,white-nationalist,37.849257,-119.927794,"(37.849257, -119.927794)"
Creativity Alliance,neo-nazi,44.01,-73.16,"(44.01, -73.16)"
Free American,white-nationalist,32.24793,-110.920859,"(32.24793, -110.920859)"
Nation of Islam,black-separatist,43.127225,-87.943283,"(43.127225, -87.943283)"
Vinlanders Indiana,racist-skinhead,39.79,-85.52,"(39.79, -85.52)"
National Socialist Movement,neo-nazi,39.97,-74.58,"(39.97, -74.58)"
Crew 38,racist-skinhead,43.186154,-71.57,"(43.186154, -71.57)"
Council of Conservative Citizens,white-nationalist,31.969345,-85.168674,"(31.969345, -85.168674)"
Israelite Church of God in Jesus Christ,black-separatist,39.983161,-75.823835,"(39.983161, -75.823835)"
Creativity Alliance,neo-nazi,46.87,-110.36,"(46.87, -110.36)"
Southern National Congress,neo-confederate,38.799972,-77.050689,"(38.799972, -77.050689)"
Aryan Nations OH,neo-nazi,38.59,-80.45,"(38.59, -80.45)"
AC Skins,racist-skinhead,39.967122,-74.58,"(39.967122, -74.58)"
League of the South,neo-confederate,29.652277,-95.02727,"(29.652277, -95.02727)"
Mississippi White Knights of the Ku Klux Klan,kkk,33.992055,-89.348964,"(33.992055, -89.348964)"
New Century Productions - A Conversation About Race,white-nationalist,39.576195,-105.067431,"(39.576195, -105.067431)"
H.L. Mencken Club,white-nationalist,40.152871,-76.602745,"(40.152871, -76.602745)"
Catholic Family and Human Rights Institute (C-FAM),anti-lgbt,38.908078,-77.040614,"(38.908078, -77.040614)"
Aryan Nations OH,neo-nazi,38.9,-77.03064,"(38.9, -77.03064)"
League of the South,neo-confederate,37.01053,-122.117826,"(37.01053, -122.117826)"
Islam: the Religion of Peace (and a big stack of dead bodies),anti-muslim,33.966826,-84.443522,"(33.966826, -84.443522)"
The Pray in Jesus Name Project,anti-lgbt,38.83,-104.819999,"(38.83, -104.819999)"
The Daily Stormer,white-nationalist,40.1,-83.01,"(40.1, -83.01)"
Israelite Church of God in Jesus Christ,black-separatist,36.194849,-95.988545,"(36.194849, -95.988545)"
Institute for Historical Review,holocaust-denial,33.696907,-117.943875,"(33.696907, -117.943875)"
Blood and Honour U.S.A.,racist-skinhead,40.9,-80.85,"(40.9, -80.85)"
Council of Conservative Citizens,white-nationalist,33.046893,-81.99711,"(33.046893, -81.99711)"
Bare Naked Islam,anti-muslim,33.980289,-118.451744,"(33.980289, -118.451744)"
AC Skins,racist-skinhead,40.05,-74.13,"(40.05, -74.13)"
American Vikings,white-nationalist,39.791127,-85.52,"(39.791127, -85.52)"
Catholic Family News/Catholic Family Ministries Inc.,rad-trad-catholicism,43.086335,-79.059163,"(43.086335, -79.059163)"
Official Street Preachers,other,34.079616,-118.258509,"(34.079616, -118.258509)"
Truth In Action Ministries,anti-lgbt,26.119336,-80.12908,"(26.119336, -80.12908)"
Rocky Mountain Knights of the Ku Klux Klan,kkk,47.515457,-111.280356,"(47.515457, -111.280356)"
White Boy Society,white-nationalist,37.96,-91.826134,"(37.96, -91.826134)"
Confederate Hammerskins,racist-skinhead,28.54864,-81.375686,"(28.54864, -81.375686)"
Occidental Quarterly/Charles Martel Society,white-nationalist,33.75,-84.39,"(33.75, -84.39)"
National Socialist Movement,neo-nazi,43.8,-120.55,"(43.8, -120.55)"
Loyal White Knights of the Ku Klux Klan,kkk,40.535199,-86.18,"(40.535199, -86.18)"
National Socialist Freedom Movement,neo-nazi,39.296336,-76.621053,"(39.296336, -76.621053)"
National Socialist Movement,neo-nazi,41.87,-93.09,"(41.87, -93.09)"
National Socialist Movement,neo-nazi,41.66,-83.55,"(41.66, -83.55)"
Israelite Church of God In Jesus Christ,black-separatist,35.94883,-97.257194,"(35.94883, -97.257194)"
Aryan Strikeforce,racist-skinhead,40.263547,-86.13,"(40.263547, -86.13)"
Northwest Front,white-nationalist,47.61,-122.326241,"(47.61, -122.326241)"
American Nationalist Union,white-nationalist,36.16083,-115.316928,"(36.16083, -115.316928)"
Nation of Islam,black-separatist,40.678178,-73.944157,"(40.678178, -73.944157)"
Advanced White Society,white-nationalist,39.976782,-74.710158,"(39.976782, -74.710158)"
Aryan Nations LA,neo-nazi,37.33,-79.52,"(37.33, -79.52)"
Tony Alamo Christian Ministries,other,33.425125,-94.047688,"(33.425125, -94.047688)"
As-Sabiqun,other,38.479999,-121.44,"(38.479999, -121.44)"
Sharkhunters International,other,28.899981,-82.37454,"(28.899981, -82.37454)"
National Socialist Movement,neo-nazi,28.53,-81.37,"(28.53, -81.37)"
United Northern and Southern Knights of the Ku Klux Klan,kkk,32.442947,-82.697636,"(32.442947, -82.697636)"
Nation of Islam,black-separatist,33.551839,-86.816757,"(33.551839, -86.816757)"
AC Skins,racist-skinhead,39.31,-74.6,"(39.31, -74.6)"
American Front,racist-skinhead,40.65,-74.25,"(40.65, -74.25)"
Original Knight Riders Knights of the Ku Klux Klan (W. Va.),kkk,38.337969,-81.6107,"(38.337969, -81.6107)"
Trinity White Knights of the Ku Klux Klan,kkk,38.2,-84.55,"(38.2, -84.55)"
Israelite Church of God in Jesus Christ,black-separatist,40.700852,-74.088757,"(40.700852, -74.088757)"
Creativity Alliance,neo-nazi,35.2,-91.833,"(35.2, -91.833)"
Southern National Congress,neo-confederate,35.402341,-79.132274,"(35.402341, -79.132274)"
Aryan Nations LA,neo-nazi,31.96,-99.9,"(31.96, -99.9)"
Vinlanders Ohio,racist-skinhead,40.103832,-83.030024,"(40.103832, -83.030024)"
American Nazi Party,neo-nazi,42.335811,-83.38428,"(42.335811, -83.38428)"
ISD Records,racist-music,39.713675,-82.599329,"(39.713675, -82.599329)"
Watchmen Bible Study Group,christian-identity,36.935556,-90.270833,"(36.935556, -90.270833)"
Creativity Alliance,neo-nazi,38.58843,-80.45,"(38.58843, -80.45)"
Christ the King Church,anti-lgbt,39.228602,-104.887203,"(39.228602, -104.887203)"
Aryan Nations OH,neo-nazi,44.31,-85.6,"(44.31, -85.6)"
National Policy Institute,white-nationalist,48.40856,-114.308856,"(48.40856, -114.308856)"
All Eyes On Egypt Bookstore,black-separatist,32.84,-83.63,"(32.84, -83.63)"
The White Voice,white-nationalist,40.813891,-73.956871,"(40.813891, -73.956871)"
Free America Rally,white-nationalist,32.165622,-82.910075,"(32.165622, -82.910075)"
Israelite Church of God in Jesus Christ,black-separatist,41.291845,-95.967396,"(41.291845, -95.967396)"
Thomas Robb Ministries,christian-identity,36.326745,-93.011942,"(36.326745, -93.011942)"
Social Contract Press,anti-immigrant,45.373342,-84.955329,"(45.373342, -84.955329)"
Israelite Church of God in Jesus Christ,black-separatist,40.215929,-74.023515,"(40.215929, -74.023515)"
True Light Pentecost Church,anti-lgbt,34.949567,-81.932048,"(34.949567, -81.932048)"
Loyal White Knights of the Ku Klux Klan,kkk,40.266554,-76.869213,"(40.266554, -76.869213)"
White Boy Society,white-nationalist,37.43,-78.653526,"(37.43, -78.653526)"
Golden State Solidarity,racist-skinhead,37.8,-122.27,"(37.8, -122.27)"
Nation of Islam,black-separatist,39.839981,-75.375362,"(39.839981, -75.375362)"
United Klans of America,kkk,33.273725,-85.836074,"(33.273725, -85.836074)"
Southern Mountain Knights of the Ku Klux Klan,kkk,35.78,-83.97,"(35.78, -83.97)"
Tony Alamo Christian Ministries,other,40.746584,-73.984531,"(40.746584, -73.984531)"
Nation of Islam,black-separatist,35.965705,-78.804282,"(35.965705, -78.804282)"
Nation of Islam,black-separatist,42.909791,-78.824274,"(42.909791, -78.824274)"
Stop the Islamization of America (SIOA),anti-muslim,40.759394,-73.969779,"(40.759394, -73.969779)"
Nation Of Islam,black-separatist,38.615721,-90.116746,"(38.615721, -90.116746)"
Blood and Honour U.S.A.,racist-skinhead,40.51868,-78.394735,"(40.51868, -78.394735)"
Southern Patriot Shoppe,neo-confederate,34.17,-82.37,"(34.17, -82.37)"
WTM Enterprises,white-nationalist,40.962546,-85.373307,"(40.962546, -85.373307)"
National Socialist Movement,neo-nazi,41.49,-99.9,"(41.49, -99.9)"
Ku Klos Knights of the Ku Klux Klan,kkk,35.914019,-81.538984,"(35.914019, -81.538984)"
Aryan Strikeforce,racist-skinhead,42.403686,-71.38,"(42.403686, -71.38)"
Creativity Movement,neo-nazi,40.48,-88.99,"(40.48, -88.99)"
Nation of Islam,black-separatist,42.308298,-71.082726,"(42.308298, -71.082726)"
Christian Defense League,neo-nazi,30.36469,-90.08779,"(30.36469, -90.08779)"
As-Sabiqun,other,39.959811,-75.16074,"(39.959811, -75.16074)"
Counter Jihadist Coalition of Southern California,anti-muslim,34.019454,-118.491191,"(34.019454, -118.491191)"
National Socialist Movement,neo-nazi,34.11,-116.43,"(34.11, -116.43)"
Americans for Legal Immigration (ALIPAC),anti-immigrant,35.85,-78.69,"(35.85, -78.69)"
National Alliance,neo-nazi,41.391641,-81.702104,"(41.391641, -81.702104)"
International Conspiratological Association,holocaust-denial,47.681935,-116.707675,"(47.681935, -116.707675)"
Creativity Alliance,neo-nazi,39.32,-111.09,"(39.32, -111.09)"
Heathens Motorcycle Club,neo-nazi,34.257038,-85.164672,"(34.257038, -85.164672)"
Aryan Strikeforce,racist-skinhead,41.205006,-77.19,"(41.205006, -77.19)"
Israelite Church of God in Jesus Christ,black-separatist,39.336349,-76.768277,"(39.336349, -76.768277)"
Creativity Movement,neo-nazi,37.96,-91.83,"(37.96, -91.83)"
Southern National Congress,neo-confederate,34.967616,-82.443454,"(34.967616, -82.443454)"
Crew 38,racist-skinhead,33.92,-84.84,"(33.92, -84.84)"
Aryan Terror Brigade,racist-skinhead,41.2,-77.189598,"(41.2, -77.189598)"
Nation of Islam,black-separatist,40.613743,-74.42325,"(40.613743, -74.42325)"
American Vision,anti-lgbt,33.859549,-84.683824,"(33.859549, -84.683824)"
Aryan Nations Knights of the Ku Klux Klan,kkk,31.781558,-93.693794,"(31.781558, -93.693794)"
Pilgrims Covenant Church,anti-lgbt,42.601119,-89.638453,"(42.601119, -89.638453)"
Traditionalist American Knights of the Ku Klux Klan,kkk,32.475494,-86.428853,"(32.475494, -86.428853)"
Israelite Church of God in Jesus Christ,black-separatist,26.653081,-80.131692,"(26.653081, -80.131692)"
New Black Panther Party,black-separatist,33.76,-84.39,"(33.76, -84.39)"
Original Knight Riders Knights of the Ku Klux Klan (W. Va.),kkk,37.799995,-81.175906,"(37.799995, -81.175906)"
Save California,anti-lgbt,38.58,-121.49,"(38.58, -121.49)"
Sadistic Souls Motorcycle Club,neo-nazi,35.46,-97.51,"(35.46, -97.51)"
White Boy Society,white-nationalist,39.55,-105.775337,"(39.55, -105.775337)"
Nationalist Coalition,neo-nazi,27.77,-82.63,"(27.77, -82.63)"
Mission: America,anti-lgbt,39.955692,-82.934021,"(39.955692, -82.934021)"
Gallows Tree Wotansvolk Alliance,neo-nazi,40.26,-86.13,"(40.26, -86.13)"
Pass the Salt Ministries,anti-lgbt,39.96,-82.49,"(39.96, -82.49)"
American Front,racist-skinhead,28.248901,-81.28118,"(28.248901, -81.28118)"
